date,campaign_id,creative_id,impressions,clicks,conversions,spend,revenue,currency
2026-06-26,C001,CR002,409,43,4,86.50,641.63,USD
2026-06-26,C002,CR003,2683,128,5,319.50,733.99,USD
2026-06-26,C002,CR004,1604,84,3,202.44,476.08,USD
2026-06-26,C002,CR005,1669,86,4,223.13,573.79,USD
2026-06-26,C002,CR006,1032,55,2,140.37,296.55,USD
2026-06-26,C003,CR007,13971,893,12,20308.49,18421.54,INR
2026-06-26,C003,CR008,14353,839,16,17505.67,27228.59,INR
2026-06-26,C004,CR009,25926,343,9,395.67,1531.29,USD
2026-06-26,C004,CR010,22361,301,6,335.91,995.23,USD
2026-06-26,C004,CR011,21766,278,6,312.15,1068.44,USD
2026-06-26,C005,CR013,20021,390,26,337.66,1995.76,USD
2026-06-26,C005,CR014,10254,181,12,170.61,977.36,USD
2026-06-26,C006,CR015,421754,3710,20,31360.24,28745.32,INR
2026-06-26,C006,CR016,350274,3088,15,27770.07,19148.52,INR
2026-06-26,C006,CR017,272750,2602,13,22267.49,17459.21,INR
2026-06-26,C007,CR018,136974,2060,73,2598.07,12471.25,USD
2026-06-26,C007,CR019,107187,1708,64,2065.46,11785.64,USD
2026-06-26,C007,CR020,73936,1229,36,1532.09,6854.59,USD
2026-06-26,C008,CR021,3760503,15091,7,57400.96,9622.73,INR
2026-06-26,C008,CR022,2659544,11042,5,42225.71,6907.95,INR
2026-06-26,C010,CR025,4884,28,2,339.67,1082.52,USD
2026-06-26,C010,CR026,4044,21,2,278.06,963.93,USD
2026-06-26,C010,CR027,2483,15,1,193.05,559.31,USD
2026-06-26,C011,CR028,5308,19,0,183.37,0.00,USD
2026-06-26,C011,CR029,4733,16,0,145.17,0.00,USD
2026-06-27,C001,CR001,587,67,6,127.45,996.52,USD
2026-06-27,C001,CR002,412,46,4,84.65,646.13,USD
2026-06-27,C002,CR003,1984,114,4,278.74,581.36,USD
2026-06-27,C002,CR004,1662,79,3,210.05,459.27,USD
2026-06-27,C002,CR005,1468,79,2,203.68,285.00,USD
2026-06-27,C002,CR006,847,42,2,115.90,300.15,USD
2026-06-27,C003,CR007,16156,986,12,20664.56,20307.24,INR
2026-06-27,C003,CR008,13127,797,12,16415.45,20783.32,INR
2026-06-27,C004,CR009,29992,360,8,379.21,1227.27,USD
2026-06-27,C004,CR010,27591,345,7,387.06,1204.30,USD
2026-06-27,C004,CR011,24007,307,6,363.02,1037.68,USD
2026-06-27,C005,CR013,20437,363,27,316.15,2095.65,USD
2026-06-27,C005,CR014,11690,220,11,192.77,890.68,USD
2026-06-27,C006,CR015,331495,3397,15,31993.10,19692.12,INR
2026-06-27,C006,CR016,312136,2821,17,24216.66,24470.76,INR
2026-06-27,C006,CR017,244791,2549,15,23820.02,20022.31,INR
2026-06-27,C007,CR018,146340,2433,83,2936.99,16248.44,USD
2026-06-27,C007,CR019,88748,1502,41,1896.24,6931.27,USD
2026-06-27,C007,CR020,63966,1064,32,1374.76,5719.86,USD
2026-06-27,C008,CR021,4220608,19283,8,66155.35,10979.03,INR
2026-06-27,C008,CR022,3276728,13035,4,44380.98,5515.87,INR
2026-06-27,C010,CR025,1421,8,0,94.14,0.00,USD
2026-06-27,C010,CR026,1147,7,0,91.87,0.00,USD
2026-06-27,C010,CR027,745,4,0,56.41,0.00,USD
2026-06-27,C011,CR028,1669,6,0,55.20,0.00,USD
2026-06-27,C011,CR029,1060,4,0,40.26,0.00,USD
2026-06-28,C001,CR001,604,73,6,145.85,924.95,USD
2026-06-28,C001,CR002,380,43,3,79.76,476.84,USD
2026-06-28,C002,CR003,2040,109,5,300.33,805.85,USD
2026-06-28,C002,CR004,1349,68,2,191.82,292.99,USD
2026-06-28,C002,CR005,1643,79,4,197.01,613.09,USD
2026-06-28,C002,CR006,983,48,2,128.91,304.47,USD
2026-06-28,C003,CR007,15901,893,13,19583.84,19767.40,INR
2026-06-28,C003,CR008,12443,731,13,17096.09,19647.35,INR
2026-06-28,C004,CR009,32686,439,11,454.39,1832.97,USD
2026-06-28,C004,CR010,26547,327,6,343.34,959.05,USD
2026-06-28,C004,CR011,22453,296,8,352.88,1289.06,USD
2026-06-28,C005,CR013,22568,419,30,363.37,2173.38,USD
2026-06-28,C005,CR014,9943,198,13,179.89,942.16,USD
2026-06-28,C006,CR015,334338,3392,21,32485.52,29232.04,INR
2026-06-28,C006,CR016,319434,2910,18,28236.07,25194.43,INR
2026-06-28,C006,CR017,264550,2352,9,21974.33,12058.89,INR
2026-06-28,C007,CR018,150819,2327,62,2724.62,10514.94,USD
2026-06-28,C007,CR019,103069,1655,59,1954.42,11336.95,USD
2026-06-28,C007,CR020,71176,1032,34,1327.16,,USD
2026-06-28,C008,CR021,3804131,17542,8,59213.66,12033.64,INR
2026-06-28,C008,CR022,2351669,9553,4,36611.80,5384.54,INR
2026-06-28,C010,CR025,1360,8,1,98.02,561.39,USD
2026-06-28,C010,CR026,1160,6,0,71.57,0.00,USD
2026-06-28,C010,CR027,859,5,0,59.22,0.00,USD
2026-06-28,C011,CR028,1360,5,0,49.26,0.00,USD
2026-06-28,C011,CR029,1197,4,0,39.41,0.00,USD
2026-06-29,C001,CR001,728,77,6,146.33,954.82,USD
2026-06-29,C001,CR002,433,54,5,103.71,871.97,USD
2026-06-29,C002,CR003,2357,124,5,344.64,753.36,USD
2026-06-29,C002,CR004,1681,87,3,231.06,464.22,USD
2026-06-29,C002,CR005,1680,82,3,204.15,466.42,USD
2026-06-29,C002,CR006,1154,59,2,163.07,304.79,USD
2026-06-29,C003,CR007,20530,1188,20,24846.57,33420.73,INR
2026-06-29,C003,CR008,16317,953,15,20630.28,24542.33,INR
2026-06-29,C004,CR009,31122,365,7,415.84,1120.66,USD
2026-06-29,C004,CR010,22074,291,7,327.55,1240.97,USD
2026-06-29,C004,CR011,23616,304,7,322.88,1182.01,USD
2026-06-29,C005,CR013,17941,311,22,0.00,1753.18,USD
2026-06-29,C005,CR014,10225,172,13,150.86,1089.10,USD
2026-06-29,C006,CR015,321053,2833,12,27043.43,15207.27,INR
2026-06-29,C006,CR016,291759,2710,13,23815.00,17159.12,INR
2026-06-29,C006,CR017,231096,2124,11,19342.37,15165.51,INR
2026-06-29,C007,CR018,103173,1648,63,1915.75,11190.40,USD
2026-06-29,C007,CR019,76020,1157,35,1483.48,5882.79,USD
2026-06-29,C007,CR020,62769,888,23,1116.02,3891.22,USD
2026-06-29,C008,CR021,3520450,15147,5,53895.26,6696.22,INR
2026-06-29,C008,CR022,2093375,9002,4,33224.64,6032.07,INR
2026-06-29,C010,CR025,5309,30,3,396.98,1648.15,USD
2026-06-29,C010,CR026,3932,23,2,293.69,1057.38,USD
2026-06-29,C010,CR027,3522,18,2,225.44,1018.92,USD
2026-06-29,C011,CR028,7659,27,0,238.63,0.00,USD
2026-06-29,C011,CR029,4669,17,0,156.23,0.00,USD
2026-06-30,C001,CR001,792,86,7,148.05,1195.88,USD
2026-06-30,C001,CR002,462,49,5,95.22,774.32,USD
2026-06-30,C002,CR003,2541,136,5,341.03,804.16,USD
2026-06-30,C002,CR004,2135,101,3,251.93,465.81,USD
2026-06-30,C002,CR005,1701,89,4,222.27,560.34,USD
2026-06-30,C002,CR006,953,52,3,131.82,434.73,USD
2026-06-30,C003,CR007,15868,932,13,21602.21,20686.59,INR
2026-06-30,C003,CR008,15089,1002,17,20636.31,29413.73,INR
2026-06-30,C004,CR009,26369,312,7,366.13,1181.76,USD
2026-06-30,C004,CR010,26163,309,8,326.25,1322.42,USD
2026-06-30,C004,CR011,19712,260,7,274.83,1150.40,USD
2026-06-30,C005,CR013,23792,397,28,0.00,2113.58,USD
2026-06-30,C005,CR014,9236,167,10,160.76,768.17,USD
2026-06-30,C006,CR015,335422,3224,15,28796.19,20204.66,INR
2026-06-30,C006,CR016,289871,3018,12,27024.89,15653.71,INR
2026-06-30,C006,CR017,250218,2357,11,21490.83,15885.33,INR
2026-06-30,C007,CR018,95571,1557,52,1830.71,9075.73,USD
2026-06-30,C007,CR019,69453,1088,28,1330.48,5210.47,USD
2026-06-30,C007,CR020,63193,895,25,1049.95,4468.37,USD
2026-06-30,C008,CR021,3528709,16006,6,62383.09,8468.29,INR
2026-06-30,C008,CR022,2332015,10154,4,34062.16,5440.11,INR
2026-06-30,C010,CR025,5007,30,2,386.63,1087.40,USD
2026-06-30,C010,CR026,5037,26,1,324.33,549.12,USD
2026-06-30,C010,CR027,3478,19,2,255.37,1119.18,USD
2026-06-30,C011,CR028,7476,24,0,234.92,0.00,USD
2026-06-30,C011,CR029,5386,18,0,162.45,0.00,USD
2026-07-01,C001,CR001,671,83,8,143.39,1312.12,USD
2026-07-01,C001,CR002,385,47,3,85.77,476.64,USD
2026-07-01,C002,CR003,2419,139,6,342.07,842.96,USD
2026-07-01,C002,CR004,2116,103,3,249.69,484.93,USD
2026-07-01,C002,CR005,1927,93,5,234.97,805.18,USD
2026-07-01,C002,CR006,1125,54,2,143.67,306.34,USD
2026-07-01,C003,CR007,19114,1098,18,24053.13,28020.74,INR
2026-07-01,C003,CR008,14267,837,15,19219.84,25051.80,INR
2026-07-01,C004,CR009,26159,338,8,359.87,1398.09,USD
2026-07-01,C004,CR010,27781,371,8,391.56,1310.16,USD
2026-07-01,C004,CR011,21803,250,5,279.76,871.87,USD
2026-07-01,C005,CR013,17894,340,23,303.03,1831.89,USD
2026-07-01,C005,CR014,10892,182,13,174.56,948.47,USD
2026-07-01,C006,CR015,351809,3113,18,29666.37,23101.85,INR
2026-07-01,C006,CR016,283199,2641,14,22271.24,18603.57,INR
2026-07-01,C006,CR017,193126,1968,12,18089.79,15967.88,INR
2026-07-01,C007,CR018,105071,1529,48,1783.83,9426.57,USD
2026-07-01,C007,CR019,70255,1000,32,1298.37,5912.79,USD
2026-07-01,C007,CR020,51628,746,25,924.07,4377.71,USD
2026-07-01,C008,CR021,3667522,16366,5,61787.55,7490.73,INR
2026-07-01,C008,CR022,2969898,11416,6,41531.14,8610.34,INR
2026-07-01,C009,CR023,77118,649,4,346.84,465.87,USD
2026-07-01,C009,CR024,67589,555,3,285.24,344.71,USD
2026-07-01,C010,CR025,5756,30,2,366.71,1118.43,USD
2026-07-01,C010,CR026,5070,29,1,340.07,527.01,USD
2026-07-01,C010,CR027,3392,20,1,253.99,480.49,USD
2026-07-01,C011,CR028,6856,26,0,223.22,0.00,USD
2026-07-01,C011,CR029,6317,21,0,173.28,0.00,USD
2026-07-02,C001,CR001,612,76,6,140.19,951.54,USD
2026-07-02,C001,CR002,437,52,4,96.08,671.30,USD
2026-07-02,C002,CR003,2651,136,6,337.82,930.64,USD
2026-07-02,C002,CR004,1527,84,3,209.55,451.43,USD
2026-07-02,C002,CR005,1614,91,3,223.70,456.34,USD
2026-07-02,C002,CR006,1264,60,3,157.80,450.03,USD
2026-07-02,C003,CR007,14587,954,17,22229.49,27412.06,INR
2026-07-02,C003,CR008,15934,916,12,20667.81,19636.31,INR
2026-07-02,C004,CR009,27556,337,8,370.41,1234.44,USD
2026-07-02,C004,CR010,28118,349,9,378.01,1404.93,USD
2026-07-02,C004,CR011,19675,257,6,289.89,996.28,USD
2026-07-02,C005,CR013,21931,368,29,335.38,2238.40,USD
2026-07-02,C005,CR014,8560,164,12,159.26,943.62,USD
2026-07-02,C006,CR015,328043,3211,17,31005.01,22206.73,INR
2026-07-02,C006,CR016,264849,2780,11,25157.53,13828.04,INR
2026-07-02,C006,CR017,221656,2130,13,20640.23,17225.55,INR
2026-07-02,C007,CR018,88169,1366,40,1584.68,7304.27,USD
2026-07-02,C007,CR019,50773,718,26,944.32,4712.37,USD
2026-07-02,C007,CR020,39718,584,21,754.83,3833.31,USD
2026-07-02,C008,CR021,4435855,18093,7,64866.51,10355.19,INR
2026-07-02,C008,CR022,2329342,10809,4,38671.59,5505.88,INR
2026-07-02,C009,CR023,63785,585,4,332.52,480.26,USD
2026-07-02,C009,CR024,56282,474,3,280.96,361.26,USD
2026-07-02,C010,CR025,6336,32,3,401.31,1450.00,USD
2026-07-02,C010,CR026,3842,22,2,282.47,1072.45,USD
2026-07-02,C010,CR027,3440,19,1,228.33,513.57,USD
2026-07-02,C011,CR028,7527,26,0,219.41,0.00,USD
2026-07-02,C011,CR029,5262,17,0,162.83,0.00,USD
2026-07-03,C001,CR001,760,82,8,141.30,1341.83,USD
2026-07-03,C001,CR002,527,57,6,100.81,981.28,USD
2026-07-03,C002,CR003,2533,127,6,307.56,981.03,USD
2026-07-03,C002,CR004,1580,79,3,208.83,467.85,USD
2026-07-03,C002,CR005,1535,74,2,189.72,288.24,USD
2026-07-03,C002,CR006,1132,57,2,148.45,327.88,USD
2026-07-03,C003,CR007,15170,1025,15,24392.52,23674.97,INR
2026-07-03,C003,CR008,14878,921,15,19865.79,24871.65,INR
2026-07-03,C004,CR009,26037,357,8,376.00,1238.02,USD
2026-07-03,C004,CR010,32694,384,7,416.70,1154.91,USD
2026-07-03,C004,CR011,26141,316,7,357.04,1151.87,USD
2026-07-03,C005,CR013,19549,373,25,313.13,1798.05,USD
2026-07-03,C005,CR014,13310,218,14,183.34,1046.07,USD
2026-07-03,C006,CR015,345121,3376,18,28319.33,22723.71,INR
2026-07-03,C006,CR016,314093,3058,14,27954.82,18067.10,INR
2026-07-03,C006,CR017,259582,2346,11,20749.98,15135.58,INR
2026-07-03,C007,CR018,72559,1095,35,1408.71,6785.52,USD
2026-07-03,C007,CR019,57525,911,24,1069.11,4262.61,USD
2026-07-03,C007,CR020,28762,470,,614.21,3025.65,USD
2026-07-03,C008,CR021,4262791,16845,8,61796.16,10747.93,INR
2026-07-03,C008,CR022,3039008,12155,4,43261.77,5249.11,INR
2026-07-03,C009,CR023,69596,615,3,344.80,366.42,USD
2026-07-03,C009,CR024,50864,477,3,272.75,326.03,USD
2026-07-03,C010,CR025,4388,25,2,339.55,998.51,USD
2026-07-03,C010,CR026,3936,20,1,254.75,531.65,USD
2026-07-03,C010,CR027,2567,15,1,176.60,521.45,USD
2026-07-03,C011,CR028,4959,18,0,176.70,0.00,USD
2026-07-03,C011,CR029,3894,13,0,120.13,0.00,USD
2026-07-04,C001,CR001,624,75,7,146.48,1072.01,USD
2026-07-04,C001,CR002,438,52,4,90.99,704.80,USD
2026-07-04,C002,CR003,2175,104,3,253.40,450.56,USD
2026-07-04,C002,CR004,1384,77,3,202.33,479.87,USD
2026-07-04,C002,CR005,1460,75,3,188.06,467.70,USD
2026-07-04,C002,CR006,936,51,3,130.76,469.99,USD
2026-07-04,C003,CR007,14168,852,14,18959.40,20960.41,INR
2026-07-04,C003,CR008,13316,885,14,18267.18,23150.92,INR
2026-07-04,C004,CR009,27284,342,8,359.45,1256.10,USD
2026-07-04,C004,CR010,31804,371,10,381.22,1641.30,USD
2026-07-04,C004,CR011,20298,254,5,290.12,809.41,USD
2026-07-04,C005,CR013,21333,364,26,330.33,2098.50,USD
2026-07-04,C005,CR014,12349,227,18,193.41,1419.27,USD
2026-07-04,C006,CR015,361240,3453,20,30214.89,25402.59,INR
2026-07-04,C006,CR016,311756,2813,13,27474.78,16772.53,INR
2026-07-04,C006,CR017,253951,2464,10,22389.86,12989.12,INR
2026-07-04,C007,CR018,68355,1030,29,1201.29,5247.91,USD
2026-07-04,C007,CR019,40033,686,18,844.65,3530.48,USD
2026-07-04,C007,CR020,31989,539,18,672.90,3233.04,USD
2026-07-04,C008,CR021,3971856,16586,5,60730.88,6882.04,INR
2026-07-04,C008,CR022,3136837,11988,4,44261.95,5291.47,INR
2026-07-04,C009,CR023,75193,660,4,362.28,475.46,USD
2026-07-04,C009,CR024,66077,592,3,311.18,326.30,USD
2026-07-04,C010,CR025,1446,8,1,96.81,533.71,USD
2026-07-04,C010,CR026,1239,7,0,84.54,0.00,USD
2026-07-04,C010,CR027,941,5,0,60.64,0.00,USD
2026-07-04,C011,CR028,2126,7,0,64.78,0.00,USD
2026-07-04,C011,CR029,1372,5,0,48.27,0.00,USD
2026-07-05,C001,CR001,677,76,7,138.48,1216.24,USD
2026-07-05,C001,CR002,378,46,5,84.28,850.02,USD
2026-07-05,C002,CR003,2032,101,3,263.87,472.05,USD
2026-07-05,C002,CR004,1455,78,4,210.65,636.83,USD
2026-07-05,C002,CR005,1435,74,2,198.86,321.77,USD
2026-07-05,C002,CR006,852,42,1,116.62,141.53,USD
2026-07-05,C003,CR007,14787,935,14,19577.66,23005.51,INR
2026-07-05,C003,CR008,9979,645,12,15003.94,20867.92,INR
2026-07-05,C004,CR009,26009,337,7,387.77,1246.57,USD
2026-07-05,C004,CR010,24828,325,9,381.47,1539.21,USD
2026-07-05,C004,CR011,20335,258,6,294.44,911.52,USD
2026-07-05,C005,CR013,19434,336,18,317.77,1392.98,USD
2026-07-05,C005,CR014,10115,193,14,167.46,1163.97,USD
2026-07-05,C006,CR015,380196,3595,22,31162.40,31632.17,INR
2026-07-05,C006,CR016,291634,2885,16,26965.70,21657.28,INR
2026-07-05,C006,CR017,207602,2187,12,21386.04,16141.76,INR
2026-07-05,C007,CR018,60085,898,30,1148.77,5604.65,USD
2026-07-05,C007,CR019,38601,574,17,754.81,3034.19,USD
2026-07-05,C007,CR020,31365,452,12,555.32,2142.46,USD
2026-07-05,C008,CR021,3992853,15866,7,57552.98,10123.06,INR
2026-07-05,C008,CR022,2765475,11716,6,44699.08,8992.02,INR
2026-07-05,C009,CR023,73887,699,4,391.73,478.77,USD
2026-07-05, C009 ,CR024,57930,505,4,299.51,460.55,USD
2026-07-05,C010,CR025,1640,9,1,100.96,540.05,USD
2026-07-05,C010,CR026,1059,6,0,76.72,0.00,USD
2026-07-05,C010,CR027,718,4,0,50.27,0.00,USD
2026-07-05,C011,CR028,1494,5,0,48.72,0.00,USD
2026-07-05,C011,CR029,1130,4,0,35.23,0.00,USD
2026-07-06,C001,CR001,624,79,7,148.42,1140.79,USD
2026-07-06,C001,CR002,461,58,6,100.04,912.63,USD
2026-07-06,C002,CR003,2494,125,5,308.51,761.75,USD
2026-07-06,C002,CR004,1510,85,3,231.19,452.44,USD
2026-07-06,C002,CR005,1902,95,4,239.55,637.96,USD
2026-07-06,C002,CR006,930,50,1,134.12,152.88,USD
2026-07-06,C003,CR007,19926,1111,18,23784.49,28705.93,INR
2026-07-06,C003,CR008,15393,890,11,19895.79,19107.61,INR
2026-07-06,C004,CR009,23914,327,6,379.51,1023.25,USD
2026-07-06,C004,CR010,23872,299,7,352.73,1104.43,USD
2026-07-06,C004,CR011,19928,231,5,267.67,822.46,USD
2026-07-06,C005,CR013,20502,348,24,318.47,1900.92,USD
2026-07-06,C005,CR014,9887,194,13,175.08,1056.83,USD
2026-07-06,C006,CR015,385057,3677,16,30771.64,20112.12,INR
2026-07-06,C006,CR016,350651,3123,13,26245.98,18591.48,INR
2026-07-06,C006,CR017,293638,2595,15,21653.99,19885.50,INR
2026-07-06,C007,CR018,48418,733,20,961.99,3925.47,USD
2026-07-06,C007,CR019,39411,571,21,682.64,3884.31,USD
2026-07-06,C007,CR020,22544,346,12,447.63,2225.05,USD
2026-07-06,C008,CR021,3194024,14140,6,49945.71,8181.31,INR
2026-07-06,C008,CR022,2248555,8919,3,34038.02,4168.51,INR
2026-07-06,C009,CR023,72361,693,4,370.40,448.49,USD
2026-07-06,C009,CR024,54298,474,2,268.47,231.50,USD
2026-07-06,C010,CR025,6112,34,3,409.05,1478.49,USD
2026-07-06,C010,CR026,4770,24,1,289.76,486.42,USD
2026-07-06,C010,CR027,3188,17,1,226.66,525.50,USD
2026-07-06,C011,CR028,8644,29,0,241.88,0.00,USD
2026-07-06,C011,CR029,4508,17,0,155.36,0.00,USD
2026-07-06,C013,CR040,17308,225,9,258.75,1485.00,USD
2026-07-07,C001,CR001,768,81,7,148.24,1216.69,USD
2026-07-07,C001,CR002,424,52,5,94.44,846.17,USD
2026-07-07,C002,CR003,2133,111,5,313.72,790.86,USD
2026-07-07,C002,CR004,2079,106,4,263.24,595.85,USD
2026-07-07,C002,CR005,1703,96,4,236.74,577.05,USD
2026-07-07,C002,CR006,1066,58,2,150.60,286.71,USD
2026-07-07,C003,CR007,14590,927,17,21568.39,29020.05,INR
2026-07-07,C003,CR008,12096,812,14,17820.93,21081.88,INR
2026-07-07,C004,CR009,29642,344,8,366.10,1289.91,USD
2026-07-07,C004,CR010,24955,299,8,333.50,1252.80,USD
2026-07-07,C004,CR011,19969,258,7,305.27,1122.95,USD
2026-07-07,C005,CR013,20914,351,26,314.83,1924.51,USD
2026-07-07,C005,CR014,9383,186,11,165.59,853.88,USD
2026-07-07,C006,CR015,341330,3170,18,30394.64,,INR
2026-07-07,C006,CR016,261068,2455,12,22162.53,16475.90,INR
2026-07-07,C006,CR017,225838,2113,12,19901.57,16566.91,INR
2026-07-07,C007,CR018,45639,738,24,873.44,4138.40,USD
2026-07-07,C007,CR019,37706,558,21,658.69,3548.82,USD
2026-07-07,C007,CR020,23436,332,12,423.80,2345.26,USD
2026-07-07,C008,CR021,4024908,17973,7,63032.15,9987.97,INR
2026-07-07,C008,CR022,2944297,11841,6,39803.44,8046.63,INR
2026-07-07,C009,CR023,65225,583,4,328.51,486.90,USD
2026-07-07,C009,CR024,44485,434,3,251.44,370.41,USD
2026-07-07,C010,CR025,5259,28,3,376.24,1519.78,USD
2026-07-07,C010,CR026,4938,27,2,337.47,1016.72,USD
2026-07-07,C010,CR027,3191,18,1,236.55,484.36,USD
2026-07-07,C011,CR028,7020,26,0,236.88,0.00,USD
2026-07-07,C011,CR029,4720,17,0,163.87,0.00,USD
2026-07-08,C001,CR001,756,90,9,167.72,1570.39,USD
2026-07-08,C001,CR002,439,46,3,88.26,467.13,USD
2026-07-08,C002,CR003,2485,130,5,334.56,773.08,USD
2026-07-08,C002,CR004,1560,82,4,227.00,627.69,USD
2026-07-08,C002,CR005,1592,82,3,217.35,449.95,USD
2026-07-08,C002,CR006,1009,58,3,151.26,489.89,USD
2026-07-08,C003,CR007,17379,1159,20,26041.85,33683.41,INR
2026-07-08,C003,CR008,14063,941,14,21301.02,21656.10,INR
2026-07-08,C004,CR009,30335,356,8,415.34,1385.63,USD
2026-07-08,C004,CR010,24060,314,7,338.81,1183.77,USD
2026-07-08,C004,CR011,24397,292,8,323.00,1397.84,USD
2026-07-08,C005,CR013,22250,377,26,347.25,2008.27,USD
2026-07-08,C005,CR014,10086,195,13,176.73,1091.85,USD
2026-07-08,C006,CR015,375923,3481,15,32796.54,21164.75,INR
2026-07-08,C006,CR016,266198,2331,11,22636.42,14161.69,INR
2026-07-08,C006,CR017,230285,2007,8,19403.47,10242.49,INR
2026-07-08,C007,CR018,50995,729,21,893.34,4034.61,USD
2026-07-08,C007,CR019,32486,487,14,609.95,2582.06,USD
2026-07-08,C007,CR020,24178,352,13,422.71,2287.44,USD
2026-07-08,C008,CR021,3754022,17393,6,58416.14,8205.64,INR
2026-07-08,C008,CR022,2483947,9704,5,34434.06,6772.25,INR
2026-07-08,C009,CR023,72555,600,4,352.29,491.34,USD
2026-07-08,C009,CR024,59510,500,3,263.48,328.50,USD
2026-07-08,C010,CR025,6554,35,2,434.19,1065.91,USD
2026-07-08,C010,CR026,4613,24,1,,558.94,USD
2026-07-08,C010,CR026,4613,24,1,314.12,558.94,USD
2026-07-08,C010,CR027,3711,20,1,238.72,547.67,USD
2026-07-08,C011,CR028,7153,23,0,207.83,0.00,USD
2026-07-08,C011,CR029,4900,19,0,181.15,0.00,USD
2026-07-09,C001,CR001,588,69,7,136.66,1205.23,USD
2026-07-09,C001,CR002,504,53,5,97.67,891.00,USD
2026-07-09,C002,CR003,2227,118,5,313.06,780.65,USD
2026-07-09,C002,CR004,1898,103,3,263.46,480.36,USD
2026-07-09,C002,CR005,1675,84,3,218.90,453.60,USD
2026-07-09,C002,CR006,1030,59,3,156.99,441.94,USD
2026-07-09,C003,CR007,17661,1115,16,25126.56,26845.97,INR
2026-07-09,C003,CR008,12649,825,11,18919.39,16799.43,INR
2026-07-09,C004,CR009,24350,305,8,339.69,1401.77,USD
2026-07-09,C004,CR010,23528,315,9,350.08,1407.36,USD
2026-07-09,C004,CR011,28127,321,7,328.06,1196.80,USD
2026-07-09,C005,CR013,20589,387,21,346.06,1659.81,USD
2026-07-09,C005,CR014,10896,188,11,164.76,913.72,USD
2026-07-09,C006,CR015,336171,3137,18,28940.55,24722.59,INR
2026-07-09,C006,CR016,296969,2912,12,27845.80,17053.18,INR
2026-07-09,C006,CR017,232084,2137,8,18570.03,11312.94,INR
2026-07-09,C007,CR018,40844,584,20,703.19,3905.73,USD
2026-07-09,C007,CR019,30779,478,14,594.86,2438.89,USD
2026-07-09,C007,CR020,19808,330,10,384.25,1862.28,USD
2026-07-09,C008,CR021,3869551,16611,8,58395.08,11058.57,INR
2026-07-09,C008,CR022,2227363,8991,3,35165.28,4138.65,INR
2026-07-09,C009,CR023,62486,613,4,312.39,486.59,USD
2026-07-09,C009,CR024,59554,547,4,316.26,458.68,USD
2026-07-09,C010,CR025,5650,33,3,385.13,1644.31,USD
2026-07-09,C010,CR026,4684,25,2,307.32,979.34,USD
2026-07-09,C010,CR027,3247,19,2,254.23,1104.38,USD
2026-07-09,C011,CR028,7384,24,0,211.59,0.00,USD
2026-07-09,C011,CR029,4609,17,0,158.50,0.00,USD
2026-07-10,C001,CR001,622,71,5,131.93,800.45,USD
2026-07-10,C001,CR002,449,47,4,84.07,631.71,USD
2026-07-10,C002,CR003,2283,123,4,319.47,629.49,USD
2026-07-10,C002,CR004,1694,94,4,232.30,628.74,USD
2026-07-10,C002,CR005,1773,84,3,217.23,420.17,USD
2026-07-10,C002,CR006,1173,57,2,150.41,307.32,USD
2026-07-10,C003,CR007,16190,913,17,20813.97,26245.54,INR
2026-07-10,C003,CR008,11778,791,10,18233.30,14912.29,INR
2026-07-10,C004,CR009,28017,380,9,435.30,1417.83,USD
2026-07-10,C004,CR010,33273,395,10,407.49,1727.98,USD
2026-07-10,C004,CR011,21229,286,8,331.36,1233.97,USD
2026-07-10,C005,CR013,20417,350,19,304.78,1447.70,USD
2026-07-10,C005,CR014,10736,184,10,169.06,772.16,USD
2026-07-10,C006,CR015,438068,3980,24,34084.40,30308.77,INR
2026-07-10,C006,CR016,310890,2793,15,27014.17,21213.27,INR
2026-07-10,C006,CR017,242857,2297,9,19673.57,12517.43,INR
2026-07-10,C007,CR018,34065,530,16,691.18,2906.76,USD
2026-07-10,C007,CR019,28031,421,12,548.27,2018.45,USD
2026-07-10,C007,CR020,23619,359,10,424.84,1682.37,USD
2026-07-10,C008,CR021,4760821,19760,7,68968.62,10197.71,INR
2026-07-10,C008,CR022,2420524,10419,4,38999.94,5745.20,INR
2026-07-10,C009,CR023,81536,759,5,409.79,587.15,USD
2026-07-10,C009,CR024,65758,586,4,328.70,498.10,USD
2026-07-10,C010,CR025,5789,29,3,339.13,1670.78,USD
2026-07-10,C010,CR026,3313,17,1,224.96,553.06,USD
2026-07-10,C010,CR027,3056,16,1,187.51,484.30,USD
2026-07-10,C011,CR028,5056,17,0,164.16,0.00,USD
2026-07-10,C011,CR029,4097,14,0,137.50,0.00,USD
2026-07-10,C013,CR040,37692,490,10,563.50,1650.00,USD
2026-07-11,C001,CR001,563,66,6,126.30,917.77,USD
2026-07-11,C001,CR002,358,40,5,75.49,844.08,USD
2026-07-11,C002,CR003,2263,113,5,305.80,762.13,USD
2026-07-11,C002,CR004,1814,93,3,223.78,436.26,USD
2026-07-11,C002,CR005,1333,72,2,174.62,324.09,USD
2026-07-11,C002,CR006,948,53,2,142.25,293.96,USD
2026-07-11,C003,CR007,17348,1033,19,21610.73,32286.33,INR
2026-07-11,C003,CR008,12905,781,11,16502.03,16412.57,INR
2026-07-11,C004,CR009,31122,391,7,406.56,1200.41,USD
2026-07-11,C004,CR010,27413,373,8,398.92,1365.60,USD
